BPCOD,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_9,BP1_11,BP1_34
4,6,23,4,2,2,NA,NA,115000
12,10,23,4,3,1,3,9,0
2,11,23,8,4,2,NA,NA,1500
2,7,23,8,3,2,NA,NA,4000
9,1,23,8,3,3,1,4,12000
4,12,23,8,4,2,NA,NA,6000
10,10,28,25,2,1,2,4,NA
3,11,28,25,4,2,NA,NA,9999999
3,12,28,25,3,2,NA,NA,3000
12,2,28,33,4,1,3,8,15000
4,10,31,96,2,2,NA,NA,2000
4,10,28,32,1,2,NA,NA,20000
7,12,28,33,9,4,NA,NA,6500
7,7,28,33,9,4,NA,NA,2000
7,8,28,33,9,4,NA,NA,1000
8,5,28,33,3,4,NA,NA,1000
2,8,28,33,3,1,NA,NA,2600
2,9,28,33,3,1,NA,NA,5000
9,3,28,33,2,2,NA,NA,NA
8,2,28,33,2,3,NA,NA,30000
8,2,28,33,1,8,NA,NA,1800
13,8,25,11,4,2,1,6,0
9,10,23,8,2,2,1,4,NA
9,9,28,33,1,2,4,4,9999999
9,9,28,33,2,2,3,9,NA
6,3,23,8,4,2,NA,NA,2000
4,5,28,33,4,2,NA,NA,1200
10,3,31,51,2,1,4,3,0
1,4,28,33,2,1,3,4,100000
5,12,28,33,4,1,2,4,3000
2,3,28,33,2,2,NA,NA,9000
3,12,23,8,2,2,NA,NA,1000
3,8,23,8,2,2,NA,NA,3000
5,3,23,8,3,1,1,3,NA
9,9,28,33,2,1,1,3,0
8,2,28,33,2,2,NA,NA,2000
9,6,23,8,2,2,1,5,NA
8,5,11,15,2,2,NA,NA,3000
4,5,28,33,3,2,NA,NA,3000
4,6,28,33,3,2,4,9,0
4,4,23,8,2,2,NA,NA,4000
1,9,28,33,2,1,3,3,200000
4,8,28,33,4,2,NA,NA,0
7,11,28,33,9,2,NA,NA,NA
1,10,28,33,1,2,2,4,350000
1,3,28,33,3,1,3,4,58000
2,4,32,20,4,1,NA,NA,10000
10,2,28,33,1,2,NA,NA,0
10,3,28,33,1,2,NA,NA,0
10,2,28,33,1,2,NA,NA,8000
9,1,28,33,2,2,NA,NA,8000
8,6,28,33,2,2,NA,NA,1500
2,6,14,119,4,1,NA,NA,1000
1,1,28,32,2,1,1,3,70000
1,11,28,32,3,1,3,4,30000
11,7,28,32,2,2,1,5,0
11,2,28,32,1,2,1,5,0
11,1,28,32,2,2,1,5,0
9,4,22,16,2,3,2,4,NA
4,4,28,33,3,2,NA,NA,1000
4,8,28,33,3,2,5,4,0
6,5,28,40,2,1,NA,NA,600
4,10,28,40,3,2,NA,NA,700
7,1,99,999,2,4,NA,NA,700
6,9,27,12,4,2,NA,NA,200
7,8,22,16,1,4,NA,NA,8000
10,11,22,16,1,1,NA,NA,600
9,4,14,121,2,2,9,9,NA
8,3,14,1,2,8,NA,NA,9999999
9,6,14,16,1,2,1,5,0
9,3,28,40,3,2,1,9,0
4,8,14,16,2,2,NA,NA,1500
6,8,14,16,4,2,NA,NA,13000
6,5,14,16,3,1,NA,NA,5000
6,2,28,40,1,2,NA,NA,3000
4,5,23,1,4,2,NA,NA,1500
3,2,23,1,4,1,NA,NA,500
7,2,23,1,2,1,NA,NA,2000
9,10,23,1,2,2,1,6,0
8,8,23,1,2,2,NA,NA,500
6,10,23,1,4,8,NA,NA,7000
2,4,23,1,3,1,NA,NA,1100
10,1,15,22,3,1,1,4,0
8,7,23,1,2,2,NA,NA,2000
11,8,23,1,2,1,2,4,0
9,12,11,15,1,2,1,6,NA
4,11,23,1,4,2,NA,NA,NA
3,5,28,40,4,2,NA,NA,9999999
10,9,23,1,3,2,2,8,NA
4,11,23,1,1,2,NA,NA,10000
2,5,28,40,4,1,NA,NA,2500
6,6,23,1,4,2,NA,NA,1500
4,11,23,1,4,2,2,8,NA
9,9,28,12,2,2,1,5,NA
7,1,23,1,2,4,NA,NA,NA
9,3,28,16,1,2,1,5,NA
9,10,28,16,4,2,NA,NA,NA
9,5,28,13,1,2,1,3,NA
9,7,28,17,2,2,2,4,NA
5,7,14,83,2,1,2,5,3700
8,10,28,41,1,5,NA,NA,650
10,5,28,17,2,2,1,3,NA
9,12,28,19,1,2,NA,NA,NA
4,5,23,2,4,2,NA,NA,5000
1,4,32,10,2,1,NA,NA,30000
4,9,21,163,9,2,NA,NA,NA
5,12,15,999,1,6,9,9,1500
4,2,28,27,4,2,NA,NA,9999999
5,9,28,27,2,6,1,9,6500
11,5,28,27,1,2,1,3,0
6,2,23,4,4,2,NA,NA,3500
7,10,29,34,2,4,NA,NA,0
7,9,28,27,3,4,NA,NA,1000
4,3,28,27,3,2,NA,NA,0
5,5,28,27,2,1,2,8,4000
5,12,28,27,2,1,1,4,0
11,2,28,27,2,1,3,8,0
2,9,21,174,4,1,1,5,500
8,2,21,174,3,2,NA,NA,9000
7,10,23,9,2,4,NA,NA,7000
3,3,29,56,2,4,NA,NA,3000
7,3,23,9,3,4,NA,NA,4000
7,8,21,174,4,2,NA,NA,4500
4,4,23,2,9,2,NA,NA,10000
7,2,22,16,2,1,NA,NA,1000
9,9,28,39,2,2,NA,NA,NA
8,4,23,2,2,1,NA,NA,9999999
6,12,23,2,3,2,NA,NA,1000
5,11,11,17,2,1,1,3,2000
5,10,30,108,2,1,2,5,20000
3,3,22,16,3,2,NA,NA,0
2,6,22,16,3,1,NA,NA,1000
11,3,22,16,2,1,1,5,0
9,11,24,49,2,8,2,5,NA
6,11,21,174,1,5,NA,NA,1000
10,7,28,43,2,2,1,5,0
7,11,28,32,3,4,NA,NA,200
3,3,26,18,4,1,NA,NA,1500
9,4,15,86,2,1,2,4,7000
3,1,22,17,3,1,NA,NA,NA
2,4,29,3,3,2,NA,NA,1000
11,5,22,17,2,8,2,8,0
7,10,11,3,2,8,NA,NA,20000
9,7,22,1,2,5,4,5,0
4,2,22,1,2,2,NA,NA,46000
9,12,23,4,2,2,1,3,NA
2,2,28,4,4,1,NA,NA,9999999
2,1,28,4,4,1,NA,NA,3000
9,6,26,18,1,2,1,6,NA
7,12,27,999,2,8,NA,NA,250000
7,11,14,82,2,4,NA,NA,1300
5,11,11,15,1,1,1,4,2000
9,12,23,4,2,2,1,2,NA
9,10,23,6,2,2,NA,NA,NA
10,2,23,8,1,1,1,5,NA
13,5,27,10,2,6,1,5,0
9,9,23,6,3,1,2,8,NA
3,1,23,6,2,5,NA,NA,7000
8,2,23,6,2,4,NA,NA,5000
7,11,24,24,2,1,NA,NA,3000
5,1,29,7,1,1,1,3,70
9,2,22,5,1,2,6,5,0
3,2,21,174,4,2,NA,NA,120
9,3,21,174,2,2,NA,NA,0
2,12,21,197,4,1,NA,NA,4000
2,6,21,197,4,2,NA,NA,2500
2,1,26,18,4,1,NA,NA,4000
10,9,28,13,1,2,2,6,NA
4,11,28,13,3,2,NA,NA,NA
4,4,11,15,2,2,NA,NA,3000
9,4,28,13,1,2,1,4,NA
5,6,28,13,3,5,6,3,2000
4,7,26,18,4,2,NA,NA,2000
9,1,23,7,3,2,5,9,NA
9,12,23,7,1,3,NA,NA,0
4,5,28,17,3,2,NA,NA,10000
2,11,23,8,3,1,NA,NA,8000
4,6,29,12,4,2,1,9,0
13,12,21,132,1,6,1,3,0
13,1,29,12,3,2,1,5,0
13,1,29,12,3,2,1,4,0
5,11,23,8,3,1,1,3,6000
4,6,23,8,4,2,2,4,0
7,4,23,8,2,1,NA,NA,3600
9,6,21,14,2,3,1,6,NA
3,2,21,14,2,1,NA,NA,250
7,12,28,21,1,4,NA,NA,NA
2,5,28,22,4,2,NA,NA,10000
9,3,21,14,2,2,1,3,NA
4,3,30,39,1,2,NA,NA,7000
10,6,28,39,2,2,1,5,0
9,11,28,39,2,2,1,4,NA
9,5,21,19,1,3,1,6,NA
9,6,28,39,2,2,1,9,NA
9,5,23,9,2,2,1,9,NA
3,6,21,19,3,2,NA,NA,1000
4,3,21,19,2,2,NA,NA,9999999
10,6,21,19,2,3,1,4,0
9,1,21,999,2,2,1,4,12000
9,11,23,2,2,1,NA,NA,NA
5,10,23,4,2,1,2,8,4000
8,11,28,43,1,2,NA,NA,10000
2,12,14,22,4,8,NA,NA,2000
4,99,28,43,2,2,NA,NA,1800
9,4,22,8,3,2,1,9,NA
1,8,28,41,4,3,NA,NA,3000
9,4,28,13,3,2,1,5,NA
5,10,26,29,3,1,2,5,0
6,11,23,4,9,2,NA,NA,4000
10,3,23,6,3,1,1,4,NA
6,12,23,6,3,2,NA,NA,500
7,6,27,2,3,8,NA,NA,4000
9,7,27,2,1,2,1,5,0
6,12,26,42,1,2,NA,NA,2000
7,8,23,8,2,1,NA,NA,1800
6,6,11,27,4,1,NA,NA,3000
13,1,27,2,2,2,1,3,9999999
13,2,27,2,3,1,1,3,0
6,1,27,2,3,2,1,4,NA
2,11,27,2,1,1,NA,NA,2000
9,12,29,11,3,2,NA,NA,NA
5,5,27,2,1,5,1,4,8000
8,7,27,2,3,1,NA,NA,500
6,4,27,2,4,2,NA,NA,2000
2,3,26,29,2,1,NA,NA,2000
2,9,27,2,1,4,NA,NA,200
3,6,27,2,3,1,NA,NA,2000
9,9,7,65,3,1,3,9,20000
9,11,27,2,1,7,NA,NA,0
4,2,27,2,3,2,NA,NA,NA
8,11,27,2,2,8,NA,NA,1800
2,11,27,2,1,1,NA,NA,1000
4,10,27,2,4,2,NA,NA,11000
13,4,27,2,3,8,1,4,0
4,3,27,2,3,2,NA,NA,NA
4,4,27,2,3,2,NA,NA,2000
4,5,27,2,2,2,NA,NA,500
7,10,28,32,2,4,NA,NA,100
13,10,27,2,3,1,2,5,0
13,12,27,2,3,1,6,6,0
9,2,11,1,2,2,1,6,0
8,5,4,3,2,4,NA,NA,1400
7,1,27,2,3,8,NA,NA,34000
9,6,21,103,2,1,2,8,NA
5,11,27,3,3,1,2,4,0
3,6,11,1,3,1,NA,NA,800
2,11,27,8,3,1,NA,NA,2000
4,8,24,13,2,2,NA,NA,NA
3,4,16,108,4,2,NA,NA,100
3,3,21,104,2,2,NA,NA,500
3,9,21,104,1,2,NA,NA,500
5,1,21,104,2,1,1,9,2000
8,3,21,104,2,8,NA,NA,400
4,9,21,104,2,2,NA,NA,2000
9,8,27,2,2,2,2,3,NA
5,1,27,2,3,1,1,5,150
10,99,26,43,9,1,1,9,0
10,99,26,43,9,1,1,9,0
13,3,21,74,3,2,1,5,0
3,10,30,39,2,3,NA,NA,6000
9,9,30,39,2,2,NA,NA,0
9,6,29,6,1,2,NA,NA,NA
9,11,11,2,2,2,NA,NA,0
10,99,11,3,2,1,2,4,NA
8,11,30,39,2,2,NA,NA,9000
3,7,30,39,4,2,NA,NA,300
9,6,27,2,3,2,1,9,0
5,2,29,6,1,1,2,8,7000
3,12,29,6,4,2,NA,NA,200
2,12,11,3,3,1,NA,NA,2000
7,2,11,4,2,4,NA,NA,200
7,8,11,5,2,4,NA,NA,200
2,7,11,7,3,1,NA,NA,3000
1,11,11,4,3,1,NA,NA,400000
9,9,11,5,9,1,2,4,NA
5,8,11,7,2,6,2,5,150
7,12,11,5,1,2,NA,NA,1500
9,6,19,33,2,2,1,4,NA
3,12,29,6,4,2,NA,NA,4000
11,6,29,6,3,1,6,9,0
7,9,27,2,1,4,NA,NA,NA
6,4,29,6,2,5,1,9,13000
9,4,11,5,1,5,1,5,800
4,2,11,5,2,2,2,3,0
4,10,11,5,2,2,NA,NA,0
13,2,29,6,1,1,1,6,0
8,2,23,4,3,2,NA,NA,200
4,4,29,6,1,2,NA,NA,500
1,11,29,6,2,1,NA,NA,35000
2,7,27,2,1,1,NA,NA,900
7,10,23,8,3,5,NA,NA,1000
13,5,29,6,3,5,1,3,0
13,10,29,6,1,5,1,4,0
7,8,29,6,2,4,NA,NA,150
3,10,26,43,4,2,NA,NA,1000
8,2,23,2,3,1,NA,NA,1200
7,1,29,6,4,2,NA,NA,150
3,5,21,115,3,2,NA,NA,3000
1,5,11,11,4,1,NA,NA,300000
8,10,29,6,1,4,NA,NA,90
8,12,21,115,1,2,NA,NA,7000
8,4,23,8,1,2,NA,NA,200
3,11,19,38,4,1,NA,NA,500
2,1,19,38,4,1,NA,NA,2000
9,12,21,71,3,2,1,5,NA
4,12,21,115,2,2,NA,NA,5000
4,4,21,115,2,2,NA,NA,1500
4,5,30,39,3,2,NA,NA,50000
5,11,21,4,2,6,9,9,800
10,10,19,38,3,2,3,4,0
9,5,19,38,1,7,NA,NA,NA
3,6,23,8,9,2,NA,NA,NA
4,10,23,8,9,2,NA,NA,500
13,3,30,44,1,7,2,6,0
8,7,15,999,2,4,NA,NA,1300
5,11,21,128,3,1,1,4,7800
1,12,21,128,4,2,NA,NA,200000
4,11,30,44,2,2,1,6,NA
7,5,27,5,9,9,NA,NA,9999999
9,5,23,4,2,2,1,9,NA
3,3,29,13,3,2,NA,NA,600
5,1,29,13,2,1,2,4,3000
4,11,27,5,4,2,NA,NA,9999999
5,7,30,108,3,1,1,4,500
8,8,29,13,1,1,NA,NA,600
5,1,29,13,2,1,1,4,600
4,3,29,13,3,2,NA,NA,1500
3,11,29,13,4,2,NA,NA,600
3,10,29,13,4,2,NA,NA,600
10,12,29,13,3,1,1,4,0
10,6,29,13,3,2,2,5,0
11,8,26,29,2,1,1,6,0
3,8,29,13,3,2,NA,NA,0
6,9,17,12,3,1,2,3,1000
5,4,17,17,1,1,1,3,200
11,1,25,12,4,2,1,5,0
7,8,18,20,9,4,NA,NA,3000
9,11,17,12,2,3,NA,NA,0
4,99,99,999,9,2,NA,NA,NA
6,1,17,17,3,1,NA,NA,40000
4,2,17,17,3,2,NA,NA,2000
5,12,17,17,2,1,2,3,1000
7,3,17,17,1,1,NA,NA,4200
9,9,17,17,1,1,6,4,5000
10,9,27,5,2,2,1,3,NA
6,4,27,5,3,1,NA,NA,18000
9,6,27,5,2,2,1,5,0
2,12,28,22,4,2,NA,NA,8000
4,7,27,5,2,2,1,3,5000
7,9,29,13,3,4,NA,NA,700
1,5,32,55,2,7,2,4,100000
9,4,28,22,1,2,2,4,NA
7,12,21,149,3,4,NA,NA,500
4,5,21,149,4,2,NA,NA,2000
9,6,27,5,2,3,NA,NA,NA
6,99,27,5,9,1,NA,NA,NA
11,5,21,149,2,1,1,5,4000
3,4,27,5,2,2,NA,NA,NA
9,5,27,6,2,2,1,9,0
5,5,23,4,3,1,1,4,NA
1,1,21,156,2,1,NA,NA,NA
9,10,27,6,3,2,NA,NA,0
9,10,27,6,2,3,NA,NA,0
7,5,27,6,2,9,NA,NA,0
10,3,27,6,2,2,1,4,0
2,9,11,32,2,3,NA,NA,1000
9,8,29,13,1,1,2,4,0
10,12,23,4,1,9,1,9,0
11,8,29,13,3,5,3,3,1000
2,4,29,13,3,1,NA,NA,1600
2,9,32,10,1,1,NA,NA,8000
7,6,29,13,9,4,NA,NA,2500
7,5,29,13,9,4,NA,NA,2000
7,7,29,13,9,4,NA,NA,2800
5,10,1,7,4,3,2,2,13000
7,4,29,13,9,4,NA,NA,2100
9,2,29,13,1,3,1,6,NA
2,4,29,13,9,4,NA,NA,54000
9,1,32,5,2,2,1,5,0
3,5,32,5,1,2,NA,NA,1000
9,8,32,5,3,4,NA,NA,0
3,9,23,4,4,2,NA,NA,3000
3,8,32,5,3,2,NA,NA,200
9,12,11,42,2,2,NA,NA,NA
9,12,11,42,2,2,9,9,NA
11,9,11,42,3,2,1,4,0
15,12,11,42,9,9,NA,NA,NA
2,2,11,42,2,1,NA,NA,8000
3,12,11,42,4,2,NA,NA,800
10,10,11,42,2,4,2,9,0
5,11,11,42,1,1,2,8,18000
7,6,11,42,3,4,NA,NA,28000
4,4,11,42,1,2,NA,NA,NA
6,10,32,20,3,3,NA,NA,3000
9,3,17,25,3,3,1,5,NA
9,10,11,46,2,2,9,9,NA
9,8,11,46,2,2,NA,NA,20000
9,99,17,25,2,3,1,4,NA
13,10,17,25,2,1,1,4,NA
7,3,11,7,2,2,NA,NA,1000
2,5,11,7,3,2,NA,NA,20000
1,7,11,7,3,1,4,3,120000
4,8,11,7,2,2,NA,NA,50000
9,11,27,10,2,2,1,6,50000
10,12,32,22,4,1,5,5,0
6,1,27,12,3,2,NA,NA,400
2,3,32,22,4,1,NA,NA,2000
3,11,27,12,4,1,NA,NA,6000
3,3,27,12,4,1,NA,NA,2000
9,10,32,22,2,1,1,4,0
9,11,32,22,2,1,1,4,0
11,2,18,9,1,3,1,3,0
3,11,32,24,4,2,NA,NA,0
3,10,32,24,4,2,NA,NA,0
3,9,32,24,4,2,NA,NA,0
3,8,32,24,4,2,NA,NA,300
3,12,32,24,4,2,NA,NA,300
10,12,32,24,1,3,1,6,0
9,12,32,24,1,2,1,9,0
5,8,27,14,1,1,2,5,2100
9,5,32,24,2,1,1,5,NA
7,4,23,4,1,2,NA,NA,3000
3,10,32,24,2,1,NA,NA,3000
9,11,32,24,1,3,1,5,NA
9,11,32,34,2,2,1,5,NA
9,11,32,34,2,2,1,9,0
7,5,11,13,3,8,NA,NA,25000
10,10,21,199,2,2,1,3,0
10,7,14,91,1,3,1,7,0
10,6,32,36,3,1,1,4,0
10,9,17,16,1,3,1,4,0
7,12,32,36,4,2,NA,NA,1500
7,8,32,36,4,2,NA,NA,200
4,9,17,30,2,2,2,3,15000
7,4,17,30,9,4,NA,NA,14000
5,99,17,6,9,1,1,5,4000
2,99,17,30,9,1,NA,NA,NA
9,3,17,30,2,2,1,5,0
10,11,17,30,3,1,1,5,NA
2,6,17,30,3,2,NA,NA,9999999
4,5,17,30,4,2,1,4,2000
4,6,17,30,4,2,1,4,9999999
2,99,17,30,2,5,NA,NA,10000
1,6,17,31,4,1,NA,NA,150000
3,99,17,31,1,1,NA,NA,20000
4,4,17,31,2,2,NA,NA,1500
13,10,17,31,1,1,1,6,0
2,2,17,12,2,1,NA,NA,1100
10,8,2,2,4,3,1,4,15000
1,4,17,31,4,1,NA,NA,100000
10,7,2,2,2,3,1,6,NA
13,8,17,9,1,1,1,3,0
5,6,26,17,4,5,9,9,20000
10,12,11,30,1,2,1,4,0
7,9,17,2,2,3,NA,NA,40000
6,1,11,37,4,2,NA,NA,1400
5,11,11,37,2,5,3,8,NA
2,12,11,37,3,2,2,3,1500
3,9,11,37,3,1,NA,NA,1000
9,6,11,37,2,1,2,4,0
9,9,11,37,3,1,1,3,700
9,2,11,37,3,1,4,3,16000
9,6,11,37,1,1,1,4,1000
4,9,28,22,4,2,NA,NA,4000
3,3,21,19,3,2,NA,NA,NA
4,6,11,37,4,2,3,3,NA
13,4,11,37,3,7,3,4,0
3,3,30,87,3,2,NA,NA,500
4,2,30,87,4,2,NA,NA,5000
6,3,11,17,3,2,NA,NA,5000
3,11,21,19,1,2,NA,NA,1000
3,2,21,19,1,2,NA,NA,NA
3,3,21,19,1,2,NA,NA,400
2,6,11,7,2,1,NA,NA,2000
5,8,11,7,1,1,1,9,2000
5,12,11,7,1,1,2,8,4000
10,1,11,7,1,3,1,7,NA
2,1,21,57,2,1,NA,NA,5000
7,5,11,7,1,2,NA,NA,7000
2,8,11,7,2,4,NA,NA,15000
3,6,17,2,9,2,NA,NA,0
2,11,17,6,2,1,NA,NA,1000
3,9,17,2,3,1,NA,NA,100
3,2,17,2,3,1,NA,NA,100
10,2,17,2,3,1,9,8,0
10,12,17,2,2,1,2,6,NA
11,12,17,2,2,5,2,6,NA
10,1,11,17,3,1,1,6,0
7,2,17,6,1,4,NA,NA,3000
8,11,17,2,2,8,NA,NA,1500
4,10,17,2,3,2,NA,NA,2000
9,5,17,6,3,2,1,9,0
2,6,17,6,3,1,NA,NA,1000
11,2,17,6,2,1,3,5,1000
3,12,11,17,4,2,NA,NA,0
3,2,28,22,4,2,NA,NA,3000
13,99,30,108,3,1,1,5,NA
7,10,17,4,2,4,NA,NA,0
9,9,26,999,2,3,6,4,NA
9,5,17,6,2,2,2,4,0
3,6,11,1,2,1,NA,NA,0
9,6,11,17,2,3,3,5,NA
8,4,11,2,2,8,NA,NA,400
9,9,11,2,1,2,3,8,0
1,7,11,3,4,1,NA,NA,50000
9,12,11,3,2,2,1,4,NA
9,12,17,6,1,3,1,9,NA
7,12,11,3,3,4,NA,NA,15000
5,12,11,3,2,6,1,2,6000
2,12,11,3,2,1,NA,NA,4800
2,9,11,3,2,1,NA,NA,3800
5,12,11,7,2,1,2,6,2500
5,1,11,7,4,1,2,3,0
5,5,11,7,3,1,1,4,4000
4,9,11,7,1,2,NA,NA,7000
3,2,28,27,4,2,NA,NA,5400
10,6,11,8,2,2,1,6,0
2,2,15,110,4,1,NA,NA,70000
9,3,17,4,1,2,1,9,0
9,3,17,4,2,2,1,9,0
9,3,17,4,1,2,1,9,0
9,9,17,4,2,3,1,9,NA
9,9,17,4,3,2,1,9,NA
11,9,17,4,3,1,1,5,0
11,1,17,4,2,1,1,5,NA
3,4,17,4,9,2,NA,NA,NA
3,3,17,4,4,2,NA,NA,NA
3,3,17,4,3,2,NA,NA,NA
3,7,17,4,3,2,NA,NA,NA
3,8,17,4,4,2,NA,NA,200
11,4,17,6,2,5,1,5,0
11,11,17,6,3,5,2,3,0
5,9,30,131,3,1,2,4,4200
4,5,20,184,1,2,NA,NA,1000
13,2,17,6,2,5,1,4,0
10,7,17,4,2,5,1,2,0
3,2,17,4,4,2,NA,NA,9999999
4,10,17,4,1,2,2,5,100000
10,5,17,4,1,3,1,4,0
10,5,17,6,2,3,2,8,0
10,5,17,6,3,3,2,4,0
10,5,17,6,3,3,1,6,0
9,12,11,18,1,2,NA,NA,0
9,10,30,131,3,2,NA,NA,NA
9,5,11,18,1,2,1,3,0
7,1,17,6,2,3,NA,NA,NA
10,9,11,23,1,1,5,4,NA
3,10,17,4,4,2,NA,NA,NA
3,4,17,4,2,2,NA,NA,1000
3,10,17,4,2,2,NA,NA,NA
3,5,17,4,3,2,NA,NA,NA
3,8,17,4,2,2,NA,NA,100
11,6,17,6,2,1,1,3,0
11,5,17,6,2,1,3,8,0
7,3,27,17,3,8,NA,NA,2000
8,10,28,27,2,8,NA,NA,1500
4,7,17,4,3,2,1,3,0
1,6,28,27,1,1,4,8,40000
4,4,28,27,1,2,NA,NA,9999999
10,3,21,212,1,3,1,4,NA
10,2,17,4,2,1,1,4,NA
5,6,17,4,3,1,1,9,250
5,8,17,4,3,1,2,8,0
10,99,11,15,1,1,1,5,0
11,12,21,207,2,1,2,3,0
10,99,11,15,3,1,1,5,0
10,99,11,15,2,1,1,5,0
13,6,17,6,3,5,1,4,0
9,11,17,4,1,3,1,9,NA
9,7,17,4,2,2,1,9,NA
4,2,11,42,2,2,NA,NA,4000
3,1,17,4,3,2,NA,NA,NA
7,6,9,999,1,4,NA,NA,3000
9,8,26,42,2,2,NA,NA,NA
9,12,17,4,1,2,1,9,NA
4,8,28,27,4,2,NA,NA,50000
9,8,26,42,2,2,NA,NA,NA
7,11,17,6,4,2,NA,NA,3600
7,1,17,6,4,2,NA,NA,5000
9,5,26,42,2,2,1,4,NA
8,8,20,43,2,2,NA,NA,2000
4,8,20,43,2,2,9,9,0
13,10,20,43,1,1,1,4,0
13,8,20,43,3,1,3,5,0
6,3,26,42,1,2,NA,NA,0
1,12,28,27,1,8,NA,NA,30000
2,2,21,43,1,1,NA,NA,0
13,12,26,42,2,3,1,5,NA
2,7,28,27,3,3,NA,NA,3000
2,6,28,27,3,3,NA,NA,4000
3,6,17,6,3,2,NA,NA,200
9,6,17,4,2,2,1,9,20000
5,2,30,10,2,1,1,3,6000
11,5,17,4,3,1,1,2,0
2,3,30,10,3,1,NA,NA,3800
3,10,26,43,4,2,NA,NA,NA
10,5,17,24,1,5,NA,NA,0
10,8,17,19,1,1,3,2,1500
1,2,15,110,1,2,NA,NA,180000
2,1,15,110,4,1,NA,NA,1500
3,3,17,4,4,2,NA,NA,200
4,9,17,4,2,2,NA,NA,2500
9,6,17,4,2,2,NA,NA,NA
11,2,17,4,2,1,1,4,300
5,3,17,6,2,1,4,4,4000
5,5,17,6,2,1,2,4,26000
7,5,17,4,1,2,NA,NA,0
13,4,17,4,4,2,1,7,0
3,9,17,6,3,2,NA,NA,4800
9,1,17,6,2,2,NA,NA,NA
4,5,17,6,2,2,2,4,NA
1,4,17,4,3,1,NA,NA,25000
10,10,26,43,1,8,1,3,0
4,99,26,43,4,2,NA,NA,0
4,99,26,43,2,2,1,9,0
4,1,26,43,4,2,NA,NA,2900
4,6,26,43,4,2,NA,NA,3800
4,2,26,43,4,2,NA,NA,15200
4,12,26,43,4,2,NA,NA,700
2,2,26,43,4,2,NA,NA,2900
15,1,22,13,3,2,6,8,30000
8,1,22,13,2,5,NA,NA,1200
2,10,26,18,9,1,NA,NA,4000
4,4,26,43,1,2,NA,NA,7000
10,2,26,43,1,3,1,6,300
3,6,26,43,3,1,NA,NA,2700
6,8,27,8,2,2,NA,NA,4500
9,12,27,8,1,4,NA,NA,NA
6,11,27,8,4,2,3,8,5000
4,11,27,8,4,2,3,8,NA
7,3,21,83,2,4,NA,NA,200
3,9,28,32,3,1,NA,NA,48000
6,12,27,8,4,2,NA,NA,1500
6,6,27,8,3,2,NA,NA,4000
9,6,27,14,1,3,1,5,NA
9,2,27,8,1,2,1,6,NA
2,10,26,43,3,2,NA,NA,40000
4,2,27,8,4,2,1,3,0
9,6,27,8,3,2,1,5,NA
15,6,27,8,1,8,1,5,NA
6,9,27,8,4,2,NA,NA,7000
10,2,27,9,1,5,1,6,0
10,11,28,32,3,1,1,5,15000
9,12,27,9,2,2,1,9,NA
10,7,27,9,3,2,1,6,0
6,5,26,43,1,2,NA,NA,3000
6,3,26,43,1,2,NA,NA,200000
1,3,26,43,2,1,NA,NA,150000
8,8,26,43,2,4,NA,NA,250
7,3,30,39,1,4,NA,NA,8000
8,11,26,43,2,8,NA,NA,4000
5,10,30,131,4,5,9,9,4000
3,9,17,10,3,2,NA,NA,1000
9,10,21,64,2,3,1,5,0
9,1,30,40,1,1,1,5,NA
5,9,26,43,3,5,3,4,3000
5,5,26,43,3,5,1,4,2500
11,4,26,43,4,2,4,6,0
7,5,21,71,2,2,NA,NA,7800
6,11,15,12,3,3,NA,NA,7000
4,10,28,32,1,2,NA,NA,3000
9,99,30,131,1,3,NA,NA,NA
5,10,30,40,1,1,2,4,1000
4,5,28,32,9,2,NA,NA,10000
4,7,23,8,1,2,NA,NA,25000
3,1,19,38,4,1,NA,NA,500
6,7,27,5,3,2,NA,NA,4000
9,3,13,77,2,2,1,4,3000
6,4,30,39,3,4,NA,NA,5000
3,1,23,8,9,2,NA,NA,NA
6,4,23,8,3,2,1,4,NA
8,8,21,71,2,2,NA,NA,3600
10,1,21,132,1,3,1,4,0
5,2,30,48,1,1,3,3,8000
8,11,30,61,3,2,NA,NA,2000
9,11,15,14,2,3,1,5,NA
2,6,15,14,1,1,NA,NA,NA
9,2,23,8,2,2,1,9,NA
6,2,23,8,4,2,NA,NA,2000
9,99,30,68,1,2,NA,NA,NA
9,99,30,68,1,2,NA,NA,NA
11,8,23,8,3,2,1,4,0
3,5,30,68,4,2,NA,NA,400
13,11,30,71,2,1,1,3,0
8,11,26,43,1,2,NA,NA,2000
3,11,26,43,3,2,NA,NA,12000
10,8,26,43,1,3,1,4,0
6,8,26,43,4,2,NA,NA,1500
3,3,32,50,3,2,NA,NA,NA
2,11,32,50,3,1,NA,NA,600
2,12,32,50,2,1,NA,NA,1200
2,2,17,12,3,1,NA,NA,1200
2,6,30,85,3,2,NA,NA,2000
3,8,28,32,2,2,NA,NA,1200
4,5,28,32,4,2,NA,NA,1000
3,10,32,50,3,1,NA,NA,900
9,9,26,55,4,2,1,4,0
7,8,28,32,2,2,NA,NA,5000
2,3,28,32,2,1,NA,NA,1000
4,1,30,102,4,2,NA,NA,1000
6,11,26,55,3,2,NA,NA,800
4,12,7,107,3,2,NA,NA,20000
